Date,Close,Open,High,Low,Change %,Daily Return (%),Volatility (7D),SMA (7D),SMA (30D),Forward Premia of US$ 1-month (%),Forward Premia of US$ 3-month (%),Forward Premia of US$ 6-month (%),Reverse Repo Rate (%),Marginal Standing Facility (MSF) Rate (%),Bank Rate (%),Base Rate (%),91-Day Treasury Bill (Primary) Yield (%),182-Day Treasury Bill (Primary) Yield (%),364-Day Treasury Bill (Primary) Yield (%),10-Year G-Sec Yield (FBIL) (%),Cash Reserve Ratio (%),Statutory Liquidity Ratio (%),Policy Repo Rate (%),"Foreign Exchange Reserves 
(US $ Million)"
05-09-2014,8.489,8.489,8.489,8.489,-0.007,-0.007018365,0.037991227,8.47,8.4776,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
08-09-2014,8.55,8.55,8.55,8.55,0.0072,0.00718577,0.046437875,8.484857143,8.4846,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
09-09-2014,8.469,8.469,8.469,8.469,-0.0095,-0.009473684,0.043978891,8.488142857,8.4889,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
10-09-2014,8.457,8.457,8.457,8.457,-0.0014,-0.001416932,0.043603735,8.488571429,8.492133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
11-09-2014,8.469,8.469,8.469,8.469,0.0014,0.001418943,0.042626283,8.49,8.491133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
12-09-2014,8.47,8.47,8.47,8.47,0.0001,0.000118078,0.03953359,8.493285714,8.494133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
13-09-2014,8.47,8.47,8.47,8.47,0,0,0.031421861,8.482,8.497133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
15-09-2014,8.471,8.471,8.471,8.471,0.0001,0.000118064,0.031489983,8.479428571,8.4995,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
16-09-2014,8.43,8.43,8.43,8.43,-0.0048,-0.004840043,0.015030128,8.462285714,8.497566667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
17-09-2014,8.401,8.401,8.401,8.401,-0.0034,-0.003440095,0.027097707,8.452571429,8.4896,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
18-09-2014,8.385,8.385,8.385,8.385,-0.0019,-0.001904535,0.036994208,8.442285714,8.484033333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
19-09-2014,8.357,8.357,8.357,8.357,-0.0033,-0.003339296,0.046510623,8.426285714,8.4771,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
22-09-2014,8.39,8.39,8.39,8.39,0.0039,0.003948785,0.043724244,8.414857143,8.471266667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
23-09-2014,8.382,8.382,8.382,8.382,-0.001,-0.000953516,0.037424209,8.402285714,8.465133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
24-09-2014,8.391,8.391,8.391,8.391,0.0011,0.001073729,0.021965341,8.390857143,8.4593,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
25-09-2014,8.391,8.391,8.391,8.391,0,0,0.013816829,8.385285714,8.453866667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
26-09-2014,8.392,8.392,8.392,8.392,0.0001,0.000119175,0.012463279,8.384,8.4488,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
27-09-2014,8.392,8.392,8.392,8.392,0,0,0.012832251,8.385,8.443733333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
29-09-2014,8.38,8.38,8.38,8.38,-0.0014,-0.001429933,0.00505682,8.388285714,8.440266667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
30-09-2014,8.393,8.393,8.393,8.393,0.0016,0.001551313,0.005345225,8.388714286,8.438166667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
01-10-2014,8.394,8.394,8.394,8.394,0.0001,0.000119147,0.004720775,8.390428571,8.436366667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
07-10-2014,8.395,8.395,8.395,8.395,0.0001,0.000119133,0.005033223,8.391,8.434033333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
08-10-2014,8.374,8.374,8.374,8.374,-0.0025,-0.002501489,0.008162049,8.388571429,8.431266667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
09-10-2014,8.454,8.454,8.454,8.454,0.0096,0.00955338,0.026203417,8.397428571,8.431566667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
10-10-2014,8.401,8.401,8.401,8.401,-0.0063,-0.006269222,0.026113306,8.398714286,8.430066667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
13-10-2014,8.418,8.418,8.418,8.418,0.002,0.002023569,0.025517501,8.404142857,8.429133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
14-10-2014,8.338,8.338,8.338,8.338,-0.0095,-0.009503445,0.035882746,8.396285714,8.425266667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
15-10-2014,8.338,8.338,8.338,8.338,0,0,0.04216916,8.388285714,8.421233333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
16-10-2014,8.334,8.334,8.334,8.334,-0.0005,-0.000479731,0.046618513,8.379571429,8.417466667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
17-10-2014,8.356,8.356,8.356,8.356,0.0026,0.002639789,0.047465777,8.377,8.411033333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
20-10-2014,8.357,8.357,8.357,8.357,0.0001,0.000119674,0.033278765,8.363142857,8.406633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
21-10-2014,8.315,8.315,8.315,8.315,-0.005,-0.005025727,0.032845236,8.350857143,8.3988,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
22-10-2014,8.295,8.295,8.295,8.295,-0.0024,-0.002405292,0.02207347,8.333285714,8.393,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
27-10-2014,8.295,8.295,8.295,8.295,0,0,0.026149752,8.327142857,8.3876,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
28-10-2014,8.295,8.295,8.295,8.295,0,0,0.028148416,8.321,8.3818,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
29-10-2014,8.295,8.295,8.295,8.295,0,0,0.028993431,8.315428571,8.375966667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
30-10-2014,8.295,8.295,8.295,8.295,0,0,0.023393121,8.306714286,8.370133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
31-10-2014,8.232,8.232,8.232,8.232,-0.0076,-0.007594937,0.026156125,8.288857143,8.362166667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
03-11-2014,8.254,8.254,8.254,8.254,0.0027,0.002672498,0.026156125,8.280142857,8.3563,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
05-11-2014,8.169,8.169,8.169,8.169,-0.0103,-0.010298037,0.048250833,8.262142857,8.348566667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
07-11-2014,8.204,8.204,8.204,8.204,0.0043,0.00428449,0.050144553,8.249142857,8.342533333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
10-11-2014,8.213,8.213,8.213,8.213,0.0011,0.001097026,0.047134054,8.237428571,8.337733333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
11-11-2014,8.204,8.204,8.204,8.204,-0.0011,-0.001095824,0.040722054,8.224428571,8.331533333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
12-11-2014,8.213,8.213,8.213,8.213,0.0011,0.001097026,0.026266038,8.212714286,8.3259,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
13-11-2014,8.278,8.278,8.278,8.278,0.0079,0.007914282,0.03588739,8.219285714,8.322133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
14-11-2014,8.279,8.279,8.279,8.279,0.0001,0.000120802,0.040822496,8.222857143,8.3184,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
16-11-2014,8.279,8.279,8.279,8.279,0,0,0.037686678,8.238571429,8.314633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
17-11-2014,8.236,8.236,8.236,8.236,-0.0052,-0.005193864,0.034609385,8.243142857,8.309433333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
18-11-2014,8.163,8.163,8.163,8.163,-0.0089,-0.008863526,0.045357837,8.236,8.3022,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
19-11-2014,8.172,8.172,8.172,8.172,0.0011,0.001102536,0.050447521,8.231428571,8.294833333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
20-11-2014,8.172,8.172,8.172,8.172,0,0,0.055108551,8.225571429,8.287433333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
21-11-2014,8.172,8.172,8.172,8.172,0,0,0.052816844,8.210428571,8.28,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
24-11-2014,8.173,8.173,8.173,8.173,0.0001,0.000122369,0.044406134,8.195285714,8.2733,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
25-11-2014,8.164,8.164,8.164,8.164,-0.0011,-0.001101187,0.025537088,8.178857143,8.263633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
26-11-2014,8.164,8.164,8.164,8.164,0,0,0.004613644,8.168571429,8.255733333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
27-11-2014,8.165,8.165,8.165,8.165,0.0001,0.000122489,0.004259443,8.168857143,8.2473,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
28-11-2014,8.178,8.178,8.178,8.178,0.0016,0.001592162,0.005437962,8.169714286,8.241966667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
30-11-2014,8.178,8.178,8.178,8.178,0,0,0.006267832,8.170571429,8.236633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
01-12-2014,8.087,8.087,8.087,8.087,-0.0111,-0.011127415,0.032108447,8.158428571,8.2284,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
02-12-2014,8.065,8.065,8.065,8.065,-0.0027,-0.002720415,0.046611873,8.143,8.2187,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
03-12-2014,8.105,8.105,8.105,8.105,0.005,0.004959702,0.047507393,8.134571429,8.2103,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
04-12-2014,8.065,8.065,8.065,8.065,-0.0049,-0.004935225,0.051826175,8.120428571,8.201966667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
05-12-2014,7.987,7.987,7.987,7.987,-0.0097,-0.00967142,0.067584515,8.095,8.1917,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
08-12-2014,8.001,8.001,8.001,8.001,0.0018,0.001752848,0.064391289,8.069714286,8.1819,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
09-12-2014,7.987,7.987,7.987,7.987,-0.0017,-0.001749781,0.049634857,8.042428571,8.171633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
10-12-2014,7.953,7.953,7.953,7.953,-0.0043,-0.004256917,0.055117191,8.023285714,8.160233333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
11-12-2014,7.911,7.911,7.911,7.911,-0.0053,-0.005281026,0.065456638,8.001285714,8.147433333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
12-12-2014,7.918,7.918,7.918,7.918,0.0009,0.000884844,0.053059266,7.974571429,8.136966667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
14-12-2014,7.918,7.918,7.918,7.918,0,0,0.038357342,7.953571429,8.125766667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
15-12-2014,7.907,7.907,7.907,7.907,-0.0014,-0.00138924,0.038654144,7.942142857,8.117033333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
16-12-2014,8.139,8.139,8.139,8.139,0.0293,0.02934109,0.083199416,7.961857143,8.114866667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
17-12-2014,8.033,8.033,8.033,8.033,-0.013,-0.013023713,0.087235041,7.968428571,8.108866667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
18-12-2014,7.999,7.999,7.999,7.999,-0.0042,-0.004232541,0.087610882,7.975,8.102033333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
19-12-2014,8.034,8.034,8.034,8.034,0.0044,0.004375547,0.084929102,7.992571429,8.096066667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
22-12-2014,8.002,8.002,8.002,8.002,-0.004,-0.003983072,0.078313169,8.004571429,8.086866667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
23-12-2014,7.999,7.999,7.999,7.999,-0.0004,-0.000374906,0.068795418,8.016142857,8.077533333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
24-12-2014,8.035,8.035,8.035,8.035,0.0045,0.004500563,0.04915912,8.034428571,8.0694,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
26-12-2014,8.106,8.106,8.106,8.106,0.0088,0.008836341,0.037708152,8.029714286,8.065066667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
28-12-2014,8.106,8.106,8.106,8.106,0,0,0.047572501,8.040142857,8.063166667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
29-12-2014,8.035,8.035,8.035,8.035,-0.0088,-0.008758944,0.044210535,8.045285714,8.0586,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
30-12-2014,7.964,7.964,7.964,7.964,-0.0088,-0.008836341,0.054017634,8.035285714,8.051666667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
31-12-2014,7.964,7.964,7.964,7.964,0,0,0.0595467,8.029857143,8.044733333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
01-01-2015,8.003,8.003,8.003,8.003,0.0049,0.004897037,0.059219527,8.030428571,8.039066667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
02-01-2015,8,8,8,8,-0.0004,-0.000374859,0.06023802,8.025428571,8.0336,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
05-01-2015,8,8,8,8,0,0,0.048855959,8.010285714,8.028133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
06-01-2015,8,8,8,8,0,0,0.02470107,7.995142857,8.022633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
07-01-2015,7.983,7.983,7.983,7.983,-0.0021,-0.002125,0.017480601,7.987714286,8.016133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
08-01-2015,7.983,7.983,7.983,7.983,0,0,0.01438584,7.990428571,8.009633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
09-01-2015,7.994,7.994,7.994,7.994,0.0014,0.001377928,0.008440266,7.994714286,8.006533333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
12-01-2015,7.923,7.923,7.923,7.923,-0.0089,-0.008881661,0.027650885,7.983285714,8.0018,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
13-01-2015,7.909,7.909,7.909,7.909,-0.0018,-0.001767007,0.03795486,7.970285714,7.995266667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
14-01-2015,7.909,7.909,7.909,7.909,0,0,0.041499857,7.957285714,7.990066667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
15-01-2015,7.795,7.795,7.795,7.795,-0.0144,-0.014413959,0.069332532,7.928,7.983666667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
16-01-2015,7.77,7.77,7.77,7.77,-0.0032,-0.003207184,0.085926048,7.897571429,7.975966667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
19-01-2015,7.777,7.777,7.777,7.777,0.0009,0.000900901,0.087060187,7.868142857,7.968966667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
20-01-2015,7.752,7.752,7.752,7.752,-0.0032,-0.003214607,0.076113637,7.833571429,7.962266667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
21-01-2015,7.734,7.734,7.734,7.734,-0.0023,-0.002321981,0.072541614,7.806571429,7.956366667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
22-01-2015,7.734,7.734,7.734,7.734,0,0,0.060516822,7.781571429,7.950233333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
23-01-2015,7.681,7.681,7.681,7.681,-0.0069,-0.006852858,0.037469988,7.749,7.942333333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
27-01-2015,7.709,7.709,7.709,7.709,0.0036,0.003645359,0.033792081,7.736714286,7.935733333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
28-01-2015,7.709,7.709,7.709,7.709,0,0,0.031570028,7.728,7.9214,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
29-01-2015,7.73,7.73,7.73,7.73,0.0027,0.002724089,0.023336054,7.721285714,7.9113,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
30-01-2015,7.716,7.716,7.716,7.716,-0.0018,-0.001811125,0.019003759,7.716142857,7.901866667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
01-02-2015,7.716,7.716,7.716,7.716,0,0,0.017328754,7.713571429,7.891266667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
02-02-2015,7.705,7.705,7.705,7.705,-0.0014,-0.001425609,0.01493159,7.709428571,7.881366667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
03-02-2015,7.752,7.752,7.752,7.752,0.0061,0.006099935,0.016440368,7.719571429,7.873133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
04-02-2015,7.78,7.78,7.78,7.78,0.0036,0.003611971,0.027207317,7.729714286,7.864633333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
05-02-2015,7.759,7.759,7.759,7.759,-0.0027,-0.002699229,0.027425223,7.736857143,7.853066667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
06-02-2015,7.748,7.748,7.748,7.748,-0.0014,-0.001417708,0.027518825,7.739428571,7.841133333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
09-02-2015,7.748,7.748,7.748,7.748,0,0,0.025566906,7.744,7.831566667,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
10-02-2015,7.744,7.744,7.744,7.744,-0.0005,-0.000516262,0.022457367,7.748,7.824233333,0.0462,0.0431,0.0433,0.0575,0.0625,0.0625,0.0895,0.060668,0.061812,0.062192,0.069071,0.04,0.2,0.06,400296.8
