Date,Price,Open,High,Low,Change %,Daily Return (%),Volatility (7D),SMA (7D),SMA (30D),Forward Premia of US$ 1-month (%),Forward Premia of US$ 3-month (%),Forward Premia of US$ 6-month (%),Reverse Repo Rate (%),Marginal Standing Facility (MSF) Rate (%),Bank Rate (%),Base Rate (%),91-Day Treasury Bill (Primary) Yield (%),182-Day Treasury Bill (Primary) Yield (%),364-Day Treasury Bill (Primary) Yield (%),10-Year G-Sec Yield (FBIL) (%),Cash Reserve Ratio (%),Statutory Liquidity Ratio (%),Policy Repo Rate (%),"Foreign Exchange Reserves 
(US $ Million)"
05-09-2022,7.218,7.232,7.232,7.201,-0.0019,-0.193584071,0.033355231,7.230714286,7.284666667,3.158338,3.058073,2.895143,3.35,5.65,5.65,7.75,5.6341,6.089,6.3199,7.2267,4.5,18,5.4,553105.18
06-09-2022,7.179,7.221,7.221,7.179,-0.0054,-0.540315877,0.025065628,7.214571429,7.275666667,3.01372,2.988606,2.83792,3.35,5.65,5.65,7.75,5.6287,6.0999,6.3378,7.12307,4.5,18,5.4,550871.31
07-09-2022,7.185,7.208,7.208,7.175,0.0008,0.0835771,0.027361774,7.21,7.267166667,3.01372,2.988606,2.83792,3.35,5.65,5.65,7.75,5.6287,6.0999,6.3378,7.12307,4.5,18,5.4,550871.31
08-09-2022,7.135,7.139,7.152,7.122,-0.0070,-0.695894224,0.032349284,7.193142857,7.257866667,3.01372,2.988606,2.83792,3.35,5.65,5.65,7.75,5.6287,6.0999,6.3378,7.12307,4.5,18,5.4,550871.31
09-09-2022,7.167,7.159,7.172,7.135,0.0045,0.448493343,0.033844884,7.190142857,7.2504,3.01372,2.988606,2.83792,3.35,5.65,5.65,7.75,5.6287,6.0999,6.3378,7.12307,4.5,18,5.4,550871.31
12-09-2022,7.181,7.182,7.185,7.162,0.0020,0.195339752,0.032076545,7.185285714,7.2442,3.01372,2.988606,2.83792,3.35,5.65,5.65,7.75,5.6287,6.0999,6.3378,7.12307,4.5,18,5.4,550871.31
13-09-2022,7.108,7.208,7.208,7.106,-0.0102,-1.016571508,0.035980815,7.167571429,7.236533333,3.157183,2.981784,2.781328,3.35,5.65,5.65,7.75,5.7153,6.1881,6.4295,7.2374,4.5,18,5.4,545652.49
14-09-2022,7.155,7.163,7.163,7.128,0.0066,0.661226787,0.028330532,7.158571429,7.230633333,3.157183,2.981784,2.781328,3.35,5.65,5.65,7.75,5.7153,6.1881,6.4295,7.2374,4.5,18,5.4,545652.49
15-09-2022,7.238,7.17,7.258,7.144,0.0116,1.160027952,0.041251263,7.167,7.2279,3.157183,2.981784,2.781328,3.35,5.65,5.65,7.75,5.7153,6.1881,6.4295,7.2374,4.5,18,5.4,545652.49
16-09-2022,7.266,7.255,7.291,7.243,0.0039,0.386847195,0.055901274,7.178571429,7.228766667,3.157183,2.981784,2.781328,3.35,5.65,5.65,7.75,5.7153,6.1881,6.4295,7.2374,4.5,18,5.4,545652.49
19-09-2022,7.277,7.294,7.294,7.232,0.0015,0.151390036,0.062794449,7.198857143,7.231466667,3.157183,2.981784,2.781328,3.35,5.65,5.65,7.75,5.7153,6.1881,6.4295,7.2374,4.5,18,5.4,545652.49
20-09-2022,7.294,7.3,7.3,7.271,0.0023,0.233612753,0.069990476,7.217,7.2332,3.262623,2.990737,2.65706,3.35,5.65,5.65,7.75,5.88,6.4298,6.6494,7.4012,4.5,18,5.4,537518.17
21-09-2022,7.233,7.27,7.271,7.233,-0.0084,-0.836303811,0.068271168,7.224428571,7.235733333,3.262623,2.990737,2.65706,3.35,5.65,5.65,7.75,5.88,6.4298,6.6494,7.4012,4.5,18,5.4,537518.17
22-09-2022,7.312,7.312,7.312,7.312,0.0109,1.092216231,0.051855109,7.253571429,7.236133333,3.262623,2.990737,2.65706,3.35,5.65,5.65,7.75,5.88,6.4298,6.6494,7.4012,4.5,18,5.4,537518.17
23-09-2022,7.393,7.366,7.396,7.352,0.0111,1.107768053,0.054414634,7.287571429,7.237633333,3.262623,2.990737,2.65706,3.35,5.65,5.65,7.75,5.88,6.4298,6.6494,7.4012,4.5,18,5.4,537518.17
26-09-2022,7.359,7.413,7.422,7.359,-0.0046,-0.459894495,0.055255252,7.304857143,7.239266667,3.262623,2.990737,2.65706,3.35,5.65,5.65,7.75,5.88,6.4298,6.6494,7.4012,4.5,18,5.4,537518.17
27-09-2022,7.292,7.41,7.41,7.283,-0.0091,-0.910449789,0.053037274,7.308571429,7.2401,3.82577,3.384335,3.016473,3.35,6.15,6.15,7.75,6.1776,6.64,6.7966,7.4135,4.5,18,5.9,532663.72
28-09-2022,7.333,7.351,7.352,7.32,0.0056,0.562260011,0.051687707,7.316571429,7.241566667,3.82577,3.384335,3.016473,3.35,6.15,6.15,7.75,6.1776,6.64,6.7966,7.4135,4.5,18,5.9,532663.72
29-09-2022,7.34,7.294,7.343,7.286,0.0010,0.095458884,0.051262165,7.323142857,7.246833333,3.82577,3.384335,3.016473,3.35,6.15,6.15,7.75,6.1776,6.64,6.7966,7.4135,4.5,18,5.9,532663.72
30-09-2022,7.398,7.423,7.423,7.301,0.0079,0.790190736,0.039487189,7.346714286,7.252033333,3.82577,3.384335,3.016473,3.35,6.15,6.15,7.75,6.1776,6.64,6.7966,7.4135,4.5,18,5.9,532663.72
03-10-2022,7.468,7.403,7.47,7.403,0.0095,0.946201676,0.056838954,7.369,7.258833333,3.82577,3.384335,3.016473,3.35,6.15,6.15,7.75,6.1776,6.64,6.7966,7.4135,4.5,18,5.9,532663.72
04-10-2022,7.362,7.454,7.454,7.361,-0.0142,-1.419389395,0.055856534,7.364571429,7.2619,4.07767,3.446602,3.179612,3.35,6.15,6.15,8.1,6.0783,6.5996,6.7899,7.4692,4.5,18,5.9,532868.05
06-10-2022,7.454,7.49,7.49,7.446,0.0125,1.249660418,0.065060046,7.378142857,7.267666667,4.07767,3.446602,3.179612,3.35,6.15,6.15,8.1,6.0783,6.5996,6.7899,7.4692,4.5,18,5.9,532868.05
07-10-2022,7.46,7.49,7.518,7.458,0.0008,0.080493695,0.058658414,7.402142857,7.273466667,4.07767,3.446602,3.179612,3.35,6.15,6.15,8.1,6.0783,6.5996,6.7899,7.4692,4.5,18,5.9,532868.05
10-10-2022,7.476,7.498,7.513,7.471,0.0021,0.214477212,0.055374053,7.422571429,7.2796,4.07767,3.446602,3.179612,3.35,6.15,6.15,8.1,6.0783,6.5996,6.7899,7.4692,4.5,18,5.9,532868.05
11-10-2022,7.426,7.532,7.532,7.426,-0.0067,-0.668806849,0.041902381,7.434857143,7.286566667,3.422841,3.034434,2.815954,3.35,6.15,6.15,8.1,6.3145,6.7647,7.0169,7.4748,4.5,18,5.9,528366.92
12-10-2022,7.435,7.433,7.441,7.372,0.0012,0.121195799,0.038688623,7.440142857,7.292633333,3.422841,3.034434,2.815954,3.35,6.15,6.15,8.1,6.3145,6.7647,7.0169,7.4748,4.5,18,5.9,528366.92
13-10-2022,7.422,7.446,7.451,7.403,-0.0017,-0.174848689,0.037039876,7.433571429,7.300433333,3.422841,3.034434,2.815954,3.35,6.15,6.15,8.1,6.3145,6.7647,7.0169,7.4748,4.5,18,5.9,528366.92
14-10-2022,7.47,7.469,7.481,7.416,0.0065,0.64672595,0.02148643,7.449,7.308933333,3.422841,3.034434,2.815954,3.35,6.15,6.15,8.1,6.3145,6.7647,7.0169,7.4748,4.5,18,5.9,528366.92
17-10-2022,7.407,7.461,7.461,7.392,-0.0084,-0.843373494,0.026436807,7.442285714,7.314766667,3.422841,3.034434,2.815954,3.35,6.15,6.15,8.1,6.3145,6.7647,7.0169,7.4748,4.5,18,5.9,528366.92
18-10-2022,7.426,7.417,7.427,7.368,0.0026,0.256514108,0.025754334,7.437428571,7.3217,3.041205,2.486064,2.413655,3.35,6.15,6.15,8.1,6.3563,6.74,6.94,7.5027,4.5,18,5.9,524519.77
19-10-2022,7.451,7.439,7.458,7.395,0.0034,0.336654996,0.02076398,7.433857143,7.330766667,3.041205,2.486064,2.413655,3.35,6.15,6.15,8.1,6.3563,6.74,6.94,7.5027,4.5,18,5.9,524519.77
20-10-2022,7.476,7.505,7.516,7.476,0.0034,0.335525433,0.025638513,7.441,7.340466667,3.041205,2.486064,2.413655,3.35,6.15,6.15,8.1,6.3563,6.74,6.94,7.5027,4.5,18,5.9,524519.77
21-10-2022,7.511,7.541,7.541,7.504,0.0047,0.468164794,0.036475693,7.451857143,7.353,3.041205,2.486064,2.413655,3.35,6.15,6.15,8.1,6.3563,6.74,6.94,7.5027,4.5,18,5.9,524519.77
25-10-2022,7.442,7.505,7.505,7.44,-0.0092,-0.918652643,0.034475664,7.454714286,7.362166667,3.276333,2.863758,2.742412,3.35,6.15,6.15,8.1,6.3994,6.7195,6.9197,7.413,4.5,18,5.9,531080.81
27-10-2022,7.412,7.41,7.42,7.372,-0.0040,-0.403117442,0.037062367,7.446428571,7.369866667,3.276333,2.863758,2.742412,3.35,6.15,6.15,8.1,6.3994,6.7195,6.9197,7.413,4.5,18,5.9,531080.81
28-10-2022,7.416,7.45,7.45,7.378,0.0005,0.053966541,0.035593606,7.447714286,7.380133333,3.276333,2.863758,2.742412,3.35,6.15,6.15,8.1,6.3994,6.7195,6.9197,7.413,4.5,18,5.9,531080.81
31-10-2022,7.445,7.432,7.453,7.418,0.0039,0.391046386,0.034364988,7.450428571,7.3898,3.276333,2.863758,2.742412,3.35,6.15,6.15,8.1,6.3994,6.7195,6.9197,7.413,4.5,18,5.9,531080.81
01-11-2022,7.396,7.435,7.437,7.396,-0.0066,-0.658159839,0.040032725,7.442571429,7.395066667,2.689973,2.520335,2.447633,3.35,6.15,6.15,8.1,6.4702,6.8011,6.9535,7.4816,4.5,18,5.9,529994.26
02-11-2022,7.404,7.421,7.424,7.398,0.0011,0.108166577,0.03925436,7.432285714,7.399666667,2.689973,2.520335,2.447633,3.35,6.15,6.15,8.1,6.4702,6.8011,6.9535,7.4816,4.5,18,5.9,529994.26
03-11-2022,7.482,7.44,7.49,7.44,0.0105,1.053484603,0.030002381,7.428142857,7.4065,2.689973,2.520335,2.447633,3.35,6.15,6.15,8.1,6.4702,6.8011,6.9535,7.4816,4.5,18,5.9,529994.26
04-11-2022,7.469,7.497,7.497,7.457,-0.0017,-0.173750334,0.033600595,7.432,7.412333333,2.689973,2.520335,2.447633,3.35,6.15,6.15,8.1,6.4702,6.8011,6.9535,7.4816,4.5,18,5.9,529994.26
07-11-2022,7.434,7.484,7.484,7.434,-0.0047,-0.468603561,0.032426474,7.435142857,7.419033333,2.689973,2.520335,2.447633,3.35,6.15,6.15,8.1,6.4702,6.8011,6.9535,7.4816,4.5,18,5.9,529994.26
09-11-2022,7.387,7.425,7.425,7.381,-0.0063,-0.632230293,0.036832956,7.431,7.421533333,2.82709,2.678296,2.628698,3.35,6.15,6.15,8.1,6.4764,6.8195,6.98,7.3155,4.5,18,5.9,544714.87
10-11-2022,7.346,7.381,7.385,7.334,-0.0056,-0.555029105,0.04790417,7.416857143,7.419966667,2.82709,2.678296,2.628698,3.35,6.15,6.15,8.1,6.4764,6.8195,6.98,7.3155,4.5,18,5.9,544714.87
11-11-2022,7.307,7.272,7.308,7.235,-0.0053,-0.530901171,0.063601438,7.404142857,7.418233333,2.82709,2.678296,2.628698,3.35,6.15,6.15,8.1,6.4764,6.8195,6.98,7.3155,4.5,18,5.9,544714.87
14-11-2022,7.287,7.338,7.338,7.277,-0.0027,-0.273710141,0.07750023,7.387428571,7.418066667,2.82709,2.678296,2.628698,3.35,6.15,6.15,8.1,6.4764,6.8195,6.98,7.3155,4.5,18,5.9,544714.87
15-11-2022,7.261,7.295,7.299,7.258,-0.0036,-0.35679978,0.077568096,7.355857143,7.415666667,2.350133,2.350133,2.423575,3.35,6.15,6.15,8.1,6.4374,6.7398,6.8827,7.3169,4.5,18,5.9,547252.3
16-11-2022,7.274,7.272,7.288,7.254,0.0018,0.1790387,0.063989582,7.328,7.413466667,2.350133,2.350133,2.423575,3.35,6.15,6.15,8.1,6.4374,6.7398,6.8827,7.3169,4.5,18,5.9,547252.3
17-11-2022,7.281,7.25,7.292,7.243,0.0010,0.096233159,0.045086689,7.306142857,7.409566667,2.350133,2.350133,2.423575,3.35,6.15,6.15,8.1,6.4374,6.7398,6.8827,7.3169,4.5,18,5.9,547252.3
18-11-2022,7.307,7.314,7.32,7.271,0.0036,0.357093806,0.028123029,7.294714286,7.4042,2.350133,2.350133,2.423575,3.35,6.15,6.15,8.1,6.4374,6.7398,6.8827,7.3169,4.5,18,5.9,547252.3
21-11-2022,7.32,7.338,7.338,7.285,0.0018,0.177911592,0.021047565,7.291,7.4028,2.350133,2.350133,2.423575,3.35,6.15,6.15,8.1,6.4374,6.7398,6.8827,7.3169,4.5,18,5.9,547252.3
22-11-2022,7.285,7.33,7.339,7.285,-0.0048,-0.478142077,0.019869814,7.287857143,7.397166667,2.207806,2.158744,2.256868,3.35,6.15,6.15,8.1,6.4482,6.7531,6.8799,7.3163,4.5,18,5.9,550142.02
23-11-2022,7.291,7.282,7.299,7.279,0.0008,0.082361016,0.019898552,7.288428571,7.391533333,2.207806,2.158744,2.256868,3.35,6.15,6.15,8.1,6.4482,6.7531,6.8799,7.3163,4.5,18,5.9,550142.02
24-11-2022,7.255,7.264,7.283,7.255,-0.0049,-0.493759429,0.021353041,7.287571429,7.384166667,2.207806,2.158744,2.256868,3.35,6.15,6.15,8.1,6.4482,6.7531,6.8799,7.3163,4.5,18,5.9,550142.02
25-11-2022,7.301,7.272,7.304,7.245,0.0063,0.634045486,0.020927312,7.291428571,7.38,2.207806,2.158744,2.256868,3.35,6.15,6.15,8.1,6.4482,6.7531,6.8799,7.3163,4.5,18,5.9,550142.02
28-11-2022,7.274,7.272,7.275,7.25,-0.0037,-0.369812354,0.021663003,7.290428571,7.374633333,2.207806,2.158744,2.256868,3.35,6.15,6.15,8.1,6.4482,6.7531,6.8799,7.3163,4.5,18,5.9,550142.02
29-11-2022,7.279,7.294,7.297,7.277,0.0007,0.068737971,0.020654758,7.286428571,7.369866667,1.921724,1.847812,2.020274,3.35,6.15,6.15,8.1,6.3977,6.7254,6.8678,7.2222,4.5,18,5.9,561161.6
30-11-2022,7.28,7.306,7.306,7.28,0.0001,0.013738151,0.014407339,7.280714286,7.363533333,1.921724,1.847812,2.020274,3.35,6.15,6.15,8.1,6.3977,6.7254,6.8678,7.2222,4.5,18,5.9,561161.6
01-12-2022,7.21,7.255,7.255,7.205,-0.0096,-0.961538462,0.030066593,7.27,7.356966667,1.921724,1.847812,2.020274,3.35,6.15,6.15,8.1,6.3977,6.7254,6.8678,7.2222,4.5,18,5.9,561161.6
02-12-2022,7.221,7.2,7.236,7.181,0.0015,0.152565881,0.033376639,7.26,7.350133333,1.921724,1.847812,2.020274,3.35,6.15,6.15,8.1,6.3977,6.7254,6.8678,7.2222,4.5,18,5.9,561161.6
05-12-2022,7.226,7.237,7.237,7.209,0.0007,0.069242487,0.035811677,7.255857143,7.342633333,1.921724,1.847812,2.020274,3.35,6.15,6.15,8.1,6.3977,6.7254,6.8678,7.2222,4.5,18,5.9,561161.6
06-12-2022,7.249,7.242,7.264,7.231,0.0032,0.318295046,0.029770551,7.248428571,7.335066667,1.897598,1.848941,1.994911,3.35,6.5,6.5,8.1,6.4474,6.788,6.9194,7.3011,4.5,18,6.25,564069.96
07-12-2022,7.269,7.258,7.307,7.226,0.0028,0.275900124,0.029107355,7.247714286,7.327,1.897598,1.848941,1.994911,3.35,6.5,6.5,8.1,6.4474,6.788,6.9194,7.3011,4.5,18,6.25,564069.96
08-12-2022,7.288,7.256,7.289,7.25,0.0026,0.261383959,0.030865299,7.249,7.321866667,1.897598,1.848941,1.994911,3.35,6.5,6.5,8.1,6.4474,6.788,6.9194,7.3011,4.5,18,6.25,564069.96
09-12-2022,7.299,7.298,7.309,7.286,0.0015,0.150933041,0.034649263,7.251714286,7.3181,1.897598,1.848941,1.994911,3.35,6.5,6.5,8.1,6.4474,6.788,6.9194,7.3011,4.5,18,6.25,564069.96
12-12-2022,7.294,7.328,7.328,7.287,-0.0007,-0.068502535,0.032257889,7.263714286,7.314033333,1.897598,1.848941,1.994911,3.35,6.5,6.5,8.1,6.4474,6.788,6.9194,7.3011,4.5,18,6.25,564069.96
13-12-2022,7.265,7.258,7.281,7.258,-0.0040,-0.397587058,0.026280538,7.27,7.308033333,2.028535,2.125132,2.233803,3.35,6.5,6.5,8.1,6.3977,6.7529,6.8678,7.2761,4.5,18,6.25,563498.55
14-12-2022,7.221,7.236,7.249,7.211,-0.0061,-0.605643496,0.027705079,7.269285714,7.3022,2.028535,2.125132,2.233803,3.35,6.5,6.5,8.1,6.3977,6.7529,6.8678,7.2761,4.5,18,6.25,563498.55
15-12-2022,7.268,7.233,7.271,7.233,0.0065,0.65087938,0.026280538,7.272,7.297666667,2.028535,2.125132,2.233803,3.35,6.5,6.5,8.1,6.3977,6.7529,6.8678,7.2761,4.5,18,6.25,563498.55
16-12-2022,7.281,7.302,7.302,7.273,0.0018,0.178866263,0.026443111,7.273714286,7.290966667,2.028535,2.125132,2.233803,3.35,6.5,6.5,8.1,6.3977,6.7529,6.8678,7.2761,4.5,18,6.25,563498.55
19-12-2022,7.297,7.302,7.302,7.283,0.0022,0.219750034,0.02745299,7.275,7.285233333,2.028535,2.125132,2.233803,3.35,6.5,6.5,8.1,6.3977,6.7529,6.8678,7.2761,4.5,18,6.25,563498.55
20-12-2022,7.299,7.328,7.344,7.299,0.0003,0.027408524,0.02745299,7.275,7.280733333,2.316924,2.316924,2.437597,3.35,6.5,6.5,8.1,6.394,6.7599,6.9,7.3326,4.5,18,6.25,562807.65
21-12-2022,7.287,7.316,7.316,7.281,-0.0016,-0.164406083,0.026764404,7.274,7.2774,2.316924,2.316924,2.437597,3.35,6.5,6.5,8.1,6.394,6.7599,6.9,7.3326,4.5,18,6.25,562807.65
22-12-2022,7.316,7.3,7.319,7.293,0.0040,0.397968986,0.030576212,7.281285714,7.2764,2.316924,2.316924,2.437597,3.35,6.5,6.5,8.1,6.394,6.7599,6.9,7.3326,4.5,18,6.25,562807.65
23-12-2022,7.318,7.338,7.338,7.306,0.0003,0.027337343,0.018160659,7.295142857,7.276766667,2.316924,2.316924,2.437597,3.35,6.5,6.5,8.1,6.394,6.7599,6.9,7.3326,4.5,18,6.25,562807.65
26-12-2022,7.319,7.337,7.337,7.319,0.0001,0.013664936,0.015490396,7.302428571,7.277833333,2.316924,2.316924,2.437597,3.35,6.5,6.5,8.1,6.394,6.7599,6.9,7.3326,4.5,18,6.25,562807.65
27-12-2022,7.308,7.324,7.324,7.305,-0.0015,-0.150293756,0.01229789,7.306285714,7.2794,2.174275,2.174275,2.222593,3.35,6.5,6.5,8.1,6.3099,6.74,6.8907,7.3388,4.5,18,6.25,562851.39
28-12-2022,7.314,7.339,7.339,7.311,0.0008,0.082101806,0.011828134,7.308714286,7.280733333,2.174275,2.174275,2.222593,3.35,6.5,6.5,8.1,6.3099,6.74,6.8907,7.3388,4.5,18,6.25,562851.39
29-12-2022,7.311,7.334,7.334,7.308,-0.0004,-0.041017227,0.011028103,7.310428571,7.281733333,2.174275,2.174275,2.222593,3.35,6.5,6.5,8.1,6.3099,6.74,6.8907,7.3388,4.5,18,6.25,562851.39
30-12-2022,7.327,7.313,7.335,7.312,0.0022,0.218848311,0.006148945,7.316142857,7.2824,2.174275,2.174275,2.222593,3.35,6.5,6.5,8.1,6.3099,6.74,6.8907,7.3388,4.5,18,6.25,562851.39
02-01-2023,7.34,7.346,7.359,7.336,0.0018,0.177425959,0.010906529,7.319571429,7.283066667,2.174275,2.174275,2.222593,3.35,6.5,6.5,8.1,6.3099,6.74,6.8907,7.3388,4.5,18,6.25,562851.39
03-01-2023,7.321,7.338,7.338,7.321,-0.0026,-0.258855586,0.010893423,7.32,7.284266667,2.033042,2.202462,2.178259,3.35,6.5,6.5,8.6,6.3571,6.7801,6.9249,7.381,4.5,18,6.25,561583.37
04-01-2023,7.321,7.317,7.324,7.308,0.0000,0,0.010889051,7.320285714,7.285266667,2.033042,2.202462,2.178259,3.35,6.5,6.5,8.6,6.3571,6.7801,6.9249,7.381,4.5,18,6.25,561583.37
05-01-2023,7.327,7.317,7.331,7.317,0.0008,0.081956017,0.009609024,7.323,7.287666667,2.033042,2.202462,2.178259,3.35,6.5,6.5,8.6,6.3571,6.7801,6.9249,7.381,4.5,18,6.25,561583.37
06-01-2023,7.373,7.358,7.378,7.33,0.0063,0.627814931,0.020313027,7.331428571,7.290066667,2.033042,2.202462,2.178259,3.35,6.5,6.5,8.6,6.3571,6.7801,6.9249,7.381,4.5,18,6.25,561583.37
09-01-2023,7.342,7.338,7.349,7.323,-0.0042,-0.420453004,0.018406779,7.335857143,7.292333333,2.033042,2.202462,2.178259,3.35,6.5,6.5,8.6,6.3571,6.7801,6.9249,7.381,4.5,18,6.25,561583.37
10-01-2023,7.313,7.332,7.34,7.313,-0.0039,-0.394987742,0.020202546,7.333857143,7.293466667,1.875,2.39,2.385,3.35,6.5,6.5,8.65,6.389,6.7784,6.895,7.4382,4.5,18,6.25,572000.4
11-01-2023,7.291,7.332,7.332,7.29,-0.0030,-0.300834131,0.025510969,7.326857143,7.293833333,1.875,2.39,2.385,3.35,6.5,6.5,8.65,6.389,6.7784,6.895,7.4382,4.5,18,6.25,572000.4
12-01-2023,7.286,7.295,7.299,7.277,-0.0007,-0.068577699,0.029902222,7.321857143,7.296366667,1.875,2.39,2.385,3.35,6.5,6.5,8.65,6.389,6.7784,6.895,7.4382,4.5,18,6.25,572000.4
13-01-2023,7.299,7.266,7.301,7.266,0.0018,0.178424376,0.031137942,7.318714286,7.298966667,1.875,2.39,2.385,3.35,6.5,6.5,8.65,6.389,6.7784,6.895,7.4382,4.5,18,6.25,572000.4
16-01-2023,7.327,7.326,7.329,7.308,0.0038,0.383614194,0.031137942,7.318714286,7.302333333,1.875,2.39,2.385,3.35,6.5,6.5,8.65,6.389,6.7784,6.895,7.4382,4.5,18,6.25,572000.4
17-01-2023,7.333,7.345,7.345,7.331,0.0008,0.081888904,0.021779195,7.313,7.305133333,1.994592,2.560958,2.413211,3.35,6.5,6.5,8.65,6.4238,6.8204,6.9099,7.3493,4.5,18,6.25,573727.18
18-01-2023,7.325,7.325,7.327,7.313,-0.0011,-0.109095868,0.018742618,7.310571429,7.307,1.994592,2.560958,2.413211,3.35,6.5,6.5,8.65,6.4238,6.8204,6.9099,7.3493,4.5,18,6.25,573727.18
19-01-2023,7.313,7.299,7.314,7.281,-0.0016,-0.163822526,0.018742618,7.310571429,7.307833333,1.994592,2.560958,2.413211,3.35,6.5,6.5,8.65,6.4238,6.8204,6.9099,7.3493,4.5,18,6.25,573727.18
20-01-2023,7.347,7.332,7.356,7.327,0.0046,0.464925475,0.020831524,7.318571429,7.309433333,1.994592,2.560958,2.413211,3.35,6.5,6.5,8.65,6.4238,6.8204,6.9099,7.3493,4.5,18,6.25,573727.18
23-01-2023,7.352,7.366,7.366,7.35,0.0007,0.068054988,0.018430048,7.328,7.311366667,1.994592,2.560958,2.413211,3.35,6.5,6.5,8.65,6.4238,6.8204,6.9099,7.3493,4.5,18,6.25,573727.18
24-01-2023,7.346,7.362,7.363,7.338,-0.0008,-0.081610446,0.014174088,7.334714286,7.314066667,1.765907,2.550754,2.440385,3.35,6.5,6.5,8.65,6.4731,6.8693,6.9048,7.3915,4.5,18,6.25,576760.72
25-01-2023,7.347,7.344,7.358,7.331,0.0001,0.013612851,0.014374249,7.337571429,7.318266667,1.765907,2.550754,2.440385,3.35,6.5,6.5,8.65,6.4731,6.8693,6.9048,7.3915,4.5,18,6.25,576760.72
27-01-2023,7.387,7.376,7.403,7.373,0.0054,0.544439907,0.023257359,7.345285714,7.322233333,1.765907,2.550754,2.440385,3.35,6.5,6.5,8.65,6.4731,6.8693,6.9048,7.3915,4.5,18,6.25,576760.72
30-01-2023,7.401,7.392,7.407,7.377,0.0019,0.189522133,0.029191486,7.356142857,7.326233333,1.765907,2.550754,2.440385,3.35,6.5,6.5,8.65,6.4731,6.8693,6.9048,7.3915,4.5,18,6.25,576760.72
31-01-2023,7.343,7.405,7.405,7.343,-0.0078,-0.783677881,0.023436845,7.360428571,7.327766667,1.897127,2.529503,2.359248,3.35,6.5,6.5,8.65,6.5588,6.9298,6.9775,7.2463,4.5,18,6.25,575266.77
01-02-2023,7.277,7.416,7.416,7.277,-0.0090,-0.898815198,0.039529977,7.350428571,7.327033333,1.897127,2.529503,2.359248,3.35,6.5,6.5,8.65,6.5588,6.9298,6.9775,7.2463,4.5,18,6.25,575266.77
02-02-2023,7.296,7.255,7.299,7.245,0.0026,0.261096606,0.044511636,7.342428571,7.327333333,1.897127,2.529503,2.359248,3.35,6.5,6.5,8.65,6.5588,6.9298,6.9775,7.2463,4.5,18,6.25,575266.77
03-02-2023,7.277,7.287,7.298,7.277,-0.0026,-0.260416667,0.050786669,7.332571429,7.326033333,1.897127,2.529503,2.359248,3.35,6.5,6.5,8.65,6.5588,6.9298,6.9775,7.2463,4.5,18,6.25,575266.77
04-02-2023,7.277,7.278,7.278,7.277,0.0000,0,0.054245913,7.322571429,7.324666667,1.897127,2.529503,2.359248,3.35,6.5,6.5,8.65,6.5588,6.9298,6.9775,7.2463,4.5,18,6.25,575266.77
06-02-2023,7.32,7.309,7.335,7.309,0.0059,0.590902845,0.046314145,7.313,7.3247,1.897127,2.529503,2.359248,3.35,6.5,6.5,8.65,6.5588,6.9298,6.9775,7.2463,4.5,18,6.25,575266.77
07-02-2023,7.309,7.332,7.332,7.306,-0.0015,-0.150273224,0.025602269,7.299857143,7.324733333,1.889107,2.518809,2.276616,3.35,6.75,6.75,8.65,6.6699,7.0157,7.0628,7.3318,4.5,18,6.5,566948.05
08-02-2023,7.344,7.33,7.358,7.31,0.0048,0.478861677,0.025884358,7.3,7.325733333,1.889107,2.518809,2.276616,3.35,6.75,6.75,8.65,6.6699,7.0157,7.0628,7.3318,4.5,18,6.5,566948.05
09-02-2023,7.344,7.343,7.36,7.338,0.0000,0,0.02824215,7.309571429,7.326833333,1.889107,2.518809,2.276616,3.35,6.75,6.75,8.65,6.6699,7.0157,7.0628,7.3318,4.5,18,6.5,566948.05
10-02-2023,7.363,7.356,7.37,7.351,0.0026,0.258714597,0.033701773,7.319142857,7.328033333,1.889107,2.518809,2.276616,3.35,6.75,6.75,8.65,6.6699,7.0157,7.0628,7.3318,4.5,18,6.5,566948.05
13-02-2023,7.366,7.387,7.387,7.36,0.0004,0.040744262,0.031892677,7.331857143,7.3289,1.889107,2.518809,2.276616,3.35,6.75,6.75,8.65,6.6699,7.0157,7.0628,7.3318,4.5,18,6.5,566948.05
14-02-2023,7.371,7.408,7.408,7.369,0.0007,0.067879446,0.02367639,7.345285714,7.330566667,1.883865,2.366907,2.125386,3.35,6.75,6.75,8.65,6.7292,7.1232,7.1594,7.37,4.5,18,6.5,561266.84
15-02-2023,7.347,7.378,7.381,7.345,-0.0033,-0.325600326,0.020907962,7.349142857,7.331433333,1.883865,2.366907,2.125386,3.35,6.75,6.75,8.65,6.7292,7.1232,7.1594,7.37,4.5,18,6.5,561266.84
16-02-2023,7.342,7.363,7.363,7.335,-0.0007,-0.068054988,0.012294017,7.353857143,7.331933333,1.883865,2.366907,2.125386,3.35,6.75,6.75,8.65,6.7292,7.1232,7.1594,7.37,4.5,18,6.5,561266.84
17-02-2023,7.388,7.405,7.405,7.358,0.0063,0.62653228,0.016826849,7.360142857,7.332433333,1.883865,2.366907,2.125386,3.35,6.75,6.75,8.65,6.7292,7.1232,7.1594,7.37,4.5,18,6.5,561266.84
